fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,día_semana,Amazon
2021-11-13,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,63.15,189.45,2021,Saturday,60.01
2021-11-13,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.61,141.22,2021,Saturday,75.18
2021-11-13,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.33,189.99,2021,Saturday,64.55
2021-11-13,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,3,397.83,1193.49,2021,Saturday,369.51
2021-11-13,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,176.11,352.22,2021,Saturday,177.08
2021-11-13,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,5,44.63,223.15,2021,Saturday,46.59
2021-11-13,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,53.81,215.24,2021,Saturday,53.56
2021-11-13,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,24.98,99.92,2021,Saturday,24.74
2021-11-13,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.11,123.33,2021,Saturday,39.09
2021-11-13,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.96,595.84,2021,Saturday,135.41
2021-11-13,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,806.26,3225.04,2021,Saturday,743.11
2021-11-13,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.46,192.92,2021,Saturday,98.71
2021-11-13,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,71.68,143.36,2021,Saturday,73.78
2021-11-13,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.47,214.94,2021,Saturday,113.01
2021-11-13,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.86,163.72,2021,Saturday,84.65
2021-11-13,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,130.8,654.0,2021,Saturday,127.69
2021-11-13,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.81,19.81,2021,Saturday,21.24
2021-11-13,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,35.09,70.18,2021,Saturday,34.41
2021-11-13,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.13,50.13,2021,Saturday,52.31
2021-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,116.81,1051.29,2021,Sunday,84.78
2021-11-14,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,133.4,1600.8,2021,Sunday,113.58
2021-11-14,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,83.77,167.54,2021,Sunday,91.43
2021-11-14,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,77.1,154.2,2021,Sunday,74.58
2021-11-14,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.12,105.36,2021,Sunday,35.06
2021-11-14,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.59,127.18,2021,Sunday,58.94
2021-11-14,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.76,139.52,2021,Sunday,64.07
2021-11-14,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,64.62,193.86,2021,Sunday,63.31
2021-11-14,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,411.85,823.7,2021,Sunday,366.94
2021-11-14,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,175.73,351.46,2021,Sunday,174.3
2021-11-14,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.33,135.99,2021,Sunday,41.4
2021-11-14,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,53.48,160.44,2021,Sunday,52.52
2021-11-14,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.96,74.88,2021,Sunday,25.97
2021-11-14,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.11,123.33,2021,Sunday,37.72
2021-11-14,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,153.69,461.07,2021,Sunday,131.93
2021-11-14,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,848.42,2545.26,2021,Sunday,730.65
2021-11-14,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.89,185.78,2021,Sunday,98.98
2021-11-14,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,71.24,142.48,2021,Sunday,68.08
2021-11-14,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,108.52,217.04,2021,Sunday,113.53
2021-11-14,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.31,164.62,2021,Sunday,83.12
2021-11-14,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.87,649.35,2021,Sunday,123.98
2021-11-14,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.85,39.7,2021,Sunday,19.3
2021-11-14,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.55,34.55,2021,Sunday,34.45
2021-11-14,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.66,49.66,2021,Sunday,51.61
2021-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,115.08,1380.96,2021,Monday,82.35
2021-11-15,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,137.96,1103.68,2021,Monday,114.52
2021-11-15,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,87.45,262.35,2021,Monday,90.87
2021-11-15,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.19,152.38,2021,Monday,72.67
2021-11-15,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.15,105.45,2021,Monday,34.9
2021-11-15,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.53,133.06,2021,Monday,61.16
2021-11-15,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.16,136.32,2021,Monday,67.52
2021-11-15,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.04,130.08,2021,Monday,67.24
2021-11-15,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,403.04,806.08,2021,Monday,366.72
2021-11-15,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,177.34,354.68,2021,Monday,174.82
2021-11-15,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.52,136.56,2021,Monday,44.43
2021-11-15,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.53,163.59,2021,Monday,57.69
2021-11-15,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.46,76.38,2021,Monday,24.71
2021-11-15,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,41.1,82.2,2021,Monday,36.67
2021-11-15,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,145.58,436.74,2021,Monday,136.46
2021-11-15,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,805.81,2417.43,2021,Monday,736.39
2021-11-15,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.36,192.72,2021,Monday,97.53
2021-11-15,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.5,137.0,2021,Monday,67.34
2021-11-15,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,111.67,223.34,2021,Monday,110.54
2021-11-15,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.28,162.56,2021,Monday,76.27
2021-11-15,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.7,530.8,2021,Monday,128.33
2021-11-15,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.99,19.99,2021,Monday,19.8
2021-11-15,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.11,34.11,2021,Monday,33.83
2021-11-15,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,48.7,48.7,2021,Monday,46.67
2021-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,113.96,1253.56,2021,Tuesday,81.44
2021-11-16,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,138.63,1386.3,2021,Tuesday,112.9
2021-11-16,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,82.82,248.46,2021,Tuesday,89.86
2021-11-16,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.1,222.3,2021,Tuesday,70.66
2021-11-16,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.11,102.33,2021,Tuesday,35.75
2021-11-16,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.81,131.62,2021,Tuesday,61.82
2021-11-16,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.11,136.22,2021,Tuesday,71.09
2021-11-16,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.2,128.4,2021,Tuesday,71.31
2021-11-16,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,393.58,787.16,2021,Tuesday,368.06
2021-11-16,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,179.51,359.02,2021,Tuesday,173.8
2021-11-16,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.74,134.22,2021,Tuesday,47.53
2021-11-16,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.92,164.76,2021,Tuesday,52.53
2021-11-16,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.59,73.77,2021,Tuesday,23.44
2021-11-16,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.25,120.75,2021,Tuesday,43.0
2021-11-16,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,148.72,446.16,2021,Tuesday,133.99
2021-11-16,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,849.36,2548.08,2021,Tuesday,749.85
2021-11-16,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,95.02,285.06,2021,Tuesday,93.02
2021-11-16,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.52,141.04,2021,Tuesday,76.99
2021-11-16,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.17,214.34,2021,Tuesday,111.94
2021-11-16,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.03,162.06,2021,Tuesday,75.22
2021-11-16,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.52,530.08,2021,Tuesday,125.38
2021-11-16,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,20.02,40.04,2021,Tuesday,20.23
2021-11-16,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.25,34.25,2021,Tuesday,32.59
2021-11-16,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.99,49.99,2021,Tuesday,52.37
2021-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,113.51,1135.1,2021,Wednesday,81.44
2021-11-17,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,131.39,1182.51,2021,Wednesday,113.66
2021-11-17,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,86.27,172.54,2021,Wednesday,81.28
2021-11-17,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.99,147.98,2021,Wednesday,72.97
2021-11-17,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.43,70.86,2021,Wednesday,37.39
2021-11-17,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.45,126.9,2021,Wednesday,66.56
2021-11-17,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.41,138.82,2021,Wednesday,76.75
2021-11-17,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.27,128.54,2021,Wednesday,65.52
2021-11-17,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,406.93,813.86,2021,Wednesday,365.13
2021-11-17,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,179.3,358.6,2021,Wednesday,178.46
2021-11-17,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.67,134.01,2021,Wednesday,43.6
2021-11-17,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,54.63,218.52,2021,Wednesday,56.28
2021-11-17,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.2,75.6,2021,Wednesday,26.52
2021-11-17,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,40.4,80.8,2021,Wednesday,36.73
2021-11-17,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.19,462.57,2021,Wednesday,134.22
2021-11-17,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,810.35,2431.05,2021,Wednesday,741.25
2021-11-17,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.61,193.22,2021,Wednesday,90.42
2021-11-17,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.41,138.82,2021,Wednesday,67.14
2021-11-17,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,1,113.01,113.01,2021,Wednesday,114.82
2021-11-17,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.8,159.6,2021,Wednesday,77.98
2021-11-17,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,127.73,510.92,2021,Wednesday,125.56
2021-11-17,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.46,19.46,2021,Wednesday,20.13
2021-11-17,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.56,35.56,2021,Wednesday,35.47
2021-11-17,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,51.05,51.05,2021,Wednesday,50.62
2021-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,113.01,1017.09,2021,Thursday,82.41
2021-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,138.08,1518.88,2021,Thursday,113.01
2021-11-18,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,83.55,250.65,2021,Thursday,82.54
2021-11-18,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.08,222.24,2021,Thursday,76.63
2021-11-18,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.24,102.72,2021,Thursday,34.68
2021-11-18,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.28,128.56,2021,Thursday,69.83
2021-11-18,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.61,141.22,2021,Thursday,71.02
2021-11-18,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.83,127.66,2021,Thursday,59.43
2021-11-18,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,409.37,818.74,2021,Thursday,368.19
2021-11-18,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,170.36,340.72,2021,Thursday,177.17
2021-11-18,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,43.95,131.85,2021,Thursday,41.85
2021-11-18,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,56.11,168.33,2021,Thursday,50.57
2021-11-18,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.27,48.54,2021,Thursday,23.7
2021-11-18,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,38.85,77.7,2021,Thursday,42.91
2021-11-18,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,146.62,439.86,2021,Thursday,135.73
2021-11-18,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,825.23,1650.46,2021,Thursday,748.34
2021-11-18,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,95.18,190.36,2021,Thursday,93.54
2021-11-18,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.85,139.7,2021,Thursday,71.64
2021-11-18,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,113.06,226.12,2021,Thursday,113.31
2021-11-18,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.1,158.2,2021,Thursday,75.29
2021-11-18,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.14,528.56,2021,Thursday,126.06
2021-11-18,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,20.57,41.14,2021,Thursday,19.0
2021-11-18,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.21,34.21,2021,Thursday,34.11
2021-11-18,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.3,49.3,2021,Thursday,48.27
2021-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,111.67,1563.38,2021,Friday,84.23
2021-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,135.15,1216.35,2021,Friday,111.53
2021-11-19,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.23,252.69,2021,Friday,80.03
2021-11-19,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,77.13,154.26,2021,Friday,74.76
2021-11-19,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.73,107.19,2021,Friday,34.39
2021-11-19,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,64.84,194.52,2021,Friday,65.4
2021-11-19,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.57,139.14,2021,Friday,68.09
2021-11-19,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.94,127.88,2021,Friday,63.56
2021-11-19,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,3,393.92,1181.76,2021,Friday,362.0
2021-11-19,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,174.73,349.46,2021,Friday,175.73
2021-11-19,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,43.81,175.24,2021,Friday,44.67
2021-11-19,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,53.6,214.4,2021,Friday,57.01
2021-11-19,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.8,74.4,2021,Friday,25.86
2021-11-19,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.14,117.42,2021,Friday,41.72
2021-11-19,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,151.1,604.4,2021,Friday,135.71
2021-11-19,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,812.42,3249.68,2021,Friday,749.8
2021-11-19,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.77,193.54,2021,Friday,99.81
2021-11-19,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.73,141.46,2021,Friday,63.23
2021-11-19,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,108.42,216.84,2021,Friday,103.54
2021-11-19,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,78.99,157.98,2021,Friday,75.72
2021-11-19,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.77,648.85,2021,Friday,128.19
2021-11-19,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.47,38.94,2021,Friday,20.59
2021-11-19,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.26,34.26,2021,Friday,33.77
2021-11-19,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,51.37,51.37,2021,Friday,49.13
2021-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,115.2,1497.6,2021,Saturday,83.66
2021-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,136.45,1364.5,2021,Saturday,113.19
2021-11-20,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,4,82.84,331.36,2021,Saturday,79.05
2021-11-20,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.82,224.46,2021,Saturday,74.26
2021-11-20,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.1,105.3,2021,Saturday,33.04
2021-11-20,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,63.7,191.1,2021,Saturday,64.82
2021-11-20,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,69.77,209.31,2021,Saturday,67.98
2021-11-20,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.99,191.97,2021,Saturday,63.24
2021-11-20,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,411.06,822.12,2021,Saturday,369.92
2021-11-20,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,172.48,517.44,2021,Saturday,172.58
2021-11-20,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,44.83,179.32,2021,Saturday,46.92
2021-11-20,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,55.4,221.6,2021,Saturday,53.42
2021-11-20,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,25.72,102.88,2021,Saturday,23.27
2021-11-20,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.98,122.94,2021,Saturday,39.5
2021-11-20,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,153.99,615.96,2021,Saturday,137.18
2021-11-20,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,853.77,2561.31,2021,Saturday,736.92
2021-11-20,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,96.47,289.41,2021,Saturday,97.74
2021-11-20,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.92,141.84,2021,Saturday,69.95
2021-11-20,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,3,108.33,324.99,2021,Saturday,115.45
2021-11-20,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,3,78.38,235.14,2021,Saturday,84.78
2021-11-20,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,130.51,652.55,2021,Saturday,124.88
2021-11-20,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.41,38.82,2021,Saturday,21.04
2021-11-20,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,33.97,67.94,2021,Saturday,34.39
2021-11-20,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.19,49.19,2021,Saturday,47.49
2021-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,115.93,1159.3,2021,Sunday,83.35
2021-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,137.82,1240.38,2021,Sunday,111.21
2021-11-21,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.17,258.51,2021,Sunday,84.32
2021-11-21,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,72.88,145.76,2021,Sunday,77.6
2021-11-21,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.96,69.92,2021,Sunday,35.78
2021-11-21,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.18,128.36,2021,Sunday,65.39
2021-11-21,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.57,139.14,2021,Sunday,70.9
2021-11-21,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.99,131.98,2021,Sunday,67.89
2021-11-21,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,410.04,820.08,2021,Sunday,373.97
2021-11-21,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,173.5,347.0,2021,Sunday,176.87
2021-11-21,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.78,137.34,2021,Sunday,46.79
2021-11-21,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.53,163.59,2021,Sunday,52.44
2021-11-21,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.23,75.69,2021,Sunday,22.86
2021-11-21,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.0,123.0,2021,Sunday,40.77
2021-11-21,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,146.42,439.26,2021,Sunday,135.52
2021-11-21,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,807.04,2421.12,2021,Sunday,743.25
2021-11-21,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.36,184.72,2021,Sunday,98.63
2021-11-21,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.09,138.18,2021,Sunday,65.25
2021-11-21,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.97,225.94,2021,Sunday,101.58
2021-11-21,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,80.38,160.76,2021,Sunday,76.51
2021-11-21,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,130.13,520.52,2021,Sunday,125.61
